 # time =  0.10000000000000007     
  0.00000000    0.00000000    0.00000000
  0.01000000    0.01176477    0.01170704
  0.02000000    0.02351792    0.02340252
  0.03000000    0.03524787    0.03507491
  0.04000000    0.04694303    0.04671268
  0.05000000    0.05859186    0.05830435
  0.06000000    0.07018287    0.06983848
  0.07000000    0.08170462    0.08130370
  0.08000000    0.09314573    0.09268867
  0.09000000    0.10449492    0.10398217
  0.10000000    0.11574099    0.11517306
  0.11000000    0.12687284    0.12625028
  0.12000000    0.13787947    0.13720291
  0.13000000    0.14875004    0.14802013
  0.14000000    0.15947381    0.15869128
  0.15000000    0.17004020    0.16920582
  0.16000000    0.18043877    0.17955337
  0.17000000    0.19065928    0.18972373
  0.18000000    0.20069163    0.19970685
  0.19000000    0.21052592    0.20949288
  0.20000000    0.22015245    0.21907217
  0.21000000    0.22956171    0.22843526
  0.22000000    0.23874442    0.23757292
  0.23000000    0.24769152    0.24647612
  0.24000000    0.25639418    0.25513607
  0.25000000    0.26484381    0.26354424
  0.26000000    0.27303207    0.27169232
  0.27000000    0.28095089    0.27957228
  0.28000000    0.28859243    0.28717633
  0.29000000    0.29594917    0.29449697
  0.30000000    0.30301385    0.30152698
  0.31000000    0.30977948    0.30825941
  0.32000000    0.31623941    0.31468764
  0.33000000    0.32238724    0.32080530
  0.34000000    0.32821691    0.32660637
  0.35000000    0.33372267    0.33208512
  0.36000000    0.33889909    0.33723614
  0.37000000    0.34374106    0.34205434
  0.38000000    0.34824380    0.34653498
  0.39000000    0.35240286    0.35067364
  0.40000000    0.35621414    0.35446622
  0.41000000    0.35967388    0.35790898
  0.42000000    0.36277867    0.36099854
  0.43000000    0.36552544    0.36373183
  0.44000000    0.36791148    0.36610616
  0.45000000    0.36993443    0.36811919
  0.46000000    0.37159231    0.36976893
  0.47000000    0.37288347    0.37105375
  0.48000000    0.37380663    0.37197239
  0.49000000    0.37436090    0.37252393
  0.50000000    0.37454571    0.37270784
  0.51000000    0.37436090    0.37252393
  0.52000000    0.37380663    0.37197239
  0.53000000    0.37288347    0.37105375
  0.54000000    0.37159231    0.36976893
  0.55000000    0.36993443    0.36811919
  0.56000000    0.36791148    0.36610616
  0.57000000    0.36552544    0.36373183
  0.58000000    0.36277867    0.36099854
  0.59000000    0.35967388    0.35790898
  0.60000000    0.35621414    0.35446622
  0.61000000    0.35240286    0.35067364
  0.62000000    0.34824380    0.34653498
  0.63000000    0.34374106    0.34205434
  0.64000000    0.33889909    0.33723614
  0.65000000    0.33372267    0.33208512
  0.66000000    0.32821691    0.32660637
  0.67000000    0.32238724    0.32080530
  0.68000000    0.31623941    0.31468764
  0.69000000    0.30977948    0.30825941
  0.70000000    0.30301385    0.30152698
  0.71000000    0.29594917    0.29449697
  0.72000000    0.28859243    0.28717633
  0.73000000    0.28095089    0.27957228
  0.74000000    0.27303207    0.27169232
  0.75000000    0.26484381    0.26354424
  0.76000000    0.25639418    0.25513607
  0.77000000    0.24769152    0.24647612
  0.78000000    0.23874442    0.23757292
  0.79000000    0.22956171    0.22843526
  0.80000000    0.22015245    0.21907217
  0.81000000    0.21052592    0.20949288
  0.82000000    0.20069163    0.19970685
  0.83000000    0.19065928    0.18972373
  0.84000000    0.18043877    0.17955337
  0.85000000    0.17004020    0.16920582
  0.86000000    0.15947381    0.15869128
  0.87000000    0.14875004    0.14802013
  0.88000000    0.13787947    0.13720291
  0.89000000    0.12687284    0.12625028
  0.90000000    0.11574099    0.11517306
  0.91000000    0.10449492    0.10398217
  0.92000000    0.09314573    0.09268867
  0.93000000    0.08170462    0.08130370
  0.94000000    0.07018287    0.06983848
  0.95000000    0.05859186    0.05830435
  0.96000000    0.04694303    0.04671268
  0.97000000    0.03524787    0.03507491
  0.98000000    0.02351792    0.02340252
  0.99000000    0.01176477    0.01170704
  1.00000000   -0.00000000   -0.00000000
